State,District,Market,Commodity,Variety,Grade,observations,start_date,end_date,calendar_span_days,median_gap_days,max_gap_days,consecutive_day_pairs,continuity_pct
Andaman and Nicobar,Nicobar,Perka Vegetable Market,Onion,Other,FAQ,2,2026-08-24,2026-09-02,10,9.0,9.0,0,0.0
Andaman and Nicobar,Nicobar,Perka Vegetable Market,Pumpkin,Other,FAQ,4,2026-07-06,2026-09-02,59,8.0,49.0,1,33.33333333333333
Andaman and Nicobar,North and Middle Andaman,Diglipur Vegetable Market (Subhashgram),Cabbage,Other,FAQ,44,2026-03-11,2026-05-09,60,1.0,5.0,31,72.09302325581395
Andaman and Nicobar,North and Middle Andaman,Diglipur Vegetable Market (Subhashgram),Pumpkin,Other,FAQ,144,2026-03-09,2026-09-04,180,1.0,3.0,110,76.92307692307693
Andaman and Nicobar,North and Middle Andaman,Diglipur Vegetable Market (Subhashgram),Tomato,Other,FAQ,42,2026-03-19,2026-05-13,56,1.0,4.0,29,70.73170731707317
Andaman and Nicobar,North and Middle Andaman,Mayabander Vegetable Market,Pumpkin,Other,FAQ,64,2026-06-08,2026-09-03,88,1.0,3.0,41,65.07936507936508
Andaman and Nicobar,South Andaman,Bathubasti Vegetable Market,Cabbage,Other,FAQ,2,2026-03-17,2026-03-18,2,1.0,1.0,1,100.0
Andaman and Nicobar,South Andaman,Bathubasti Vegetable Market,Pumpkin,Other,FAQ,1,2026-03-18,2026-03-18,1,,,0,0.0
Andaman and Nicobar,South Andaman,Bathubasti Vegetable Market,Pumpkin,Pumpkin,FAQ,17,2026-03-17,2026-08-24,161,3.0,62.0,6,37.5
Andhra Pradesh,Annamayya,B.Kothakota H/Q Angallu,Tomato,Local,FAQ,93,2026-06-01,2026-09-03,95,1.0,2.0,90,97.82608695652173
Andhra Pradesh,Annamayya,Guramkonda Sub-yard of AMC Valmikipuram,Tomato,Hybrid,FAQ,91,2026-06-01,2026-09-04,96,1.0,2.0,85,94.44444444444444
Andhra Pradesh,Annamayya,Guramkonda Sub-yard of AMC Valmikipuram,Tomato,Hybrid,Grade A,3,2026-06-18,2026-06-25,8,3.5,5.0,0,0.0
Andhra Pradesh,Annamayya,Kalikiri APMC,Tomato,Hybrid,FAQ,276,2025-11-08,2026-09-03,300,1.0,4.0,256,93.0909090909091
Andhra Pradesh,Annamayya,Kalikiri APMC,Tomato,Hybrid,Grade A,1,2026-04-12,2026-04-12,1,,,0,0.0
Andhra Pradesh,Annamayya,Kalikiri APMC,Tomato,Hybrid,Local,1,2026-06-19,2026-06-19,1,,,0,0.0
Andhra Pradesh,Annamayya,Kalikiri APMC,Tomato,Local,FAQ,1,2026-06-18,2026-06-18,1,,,0,0.0
Andhra Pradesh,Annamayya,Madanapalli APMC,Tomato,Local,FAQ,292,2025-11-08,2026-09-04,301,1.0,3.0,283,97.2508591065292
Andhra Pradesh,Annamayya,Madanapalli APMC,Tomato,Tomato,FAQ,1,2025-11-20,2025-11-20,1,,,0,0.0
Andhra Pradesh,Annamayya,Mulakalacheruvu APMC,Tomato,Local,FAQ,93,2026-06-01,2026-09-04,96,1.0,2.0,89,96.73913043478261
Andhra Pradesh,Annamayya,Mulakalacheruvu APMC,Tomato,Tomato,FAQ,2,2026-06-25,2026-07-14,20,19.0,19.0,0,0.0
Andhra Pradesh,Annamayya,Punganur APMC,Tomato,Deshi,FAQ,1,2026-06-10,2026-06-10,1,,,0,0.0
Andhra Pradesh,Annamayya,Punganur APMC,Tomato,Hybrid,FAQ,275,2025-11-08,2026-09-04,301,1.0,4.0,252,91.97080291970804
Andhra Pradesh,Annamayya,Punganur APMC,Tomato,Tomato,FAQ,3,2025-11-12,2026-09-02,295,147.0,162.0,0,0.0
Andhra Pradesh,Annamayya,Somala APMC,Tomato,Tomato,FAQ,84,2026-06-11,2026-09-04,86,1.0,3.0,82,98.79518072289156
Andhra Pradesh,Annamayya,Valmikipuram APMC,Tomato,Hybrid,FAQ,139,2025-11-11,2026-09-04,298,1.0,150.0,130,94.20289855072464
Andhra Pradesh,Annamayya,Valmikipuram APMC,Tomato,Hybrid,Grade A,1,2026-06-23,2026-06-23,1,,,0,0.0
Andhra Pradesh,Annamayya,Valmikipuram APMC,Tomato,Local,FAQ,135,2025-11-12,2026-05-10,180,1.0,31.0,122,91.04477611940298
Andhra Pradesh,Chittor,Kuppam APMC,Tomato,Local,Grade C,1,2026-07-25,2026-07-25,1,,,0,0.0
Andhra Pradesh,Chittor,Kuppam APMC,Tomato,Other,Grade C,2,2026-08-27,2026-08-28,2,1.0,1.0,1,100.0
Andhra Pradesh,Chittor,Kuppam APMC,Tomato,Tomato,Grade C,23,2026-07-27,2026-09-02,38,1.0,7.0,16,72.72727272727273
Andhra Pradesh,Chittor,Palamaner APMC,Cabbage,Cabbage,FAQ,223,2025-11-17,2026-09-03,291,1.0,23.0,190,85.58558558558559
Andhra Pradesh,Chittor,Palamaner APMC,Potato,Potato,FAQ,228,2025-11-11,2026-09-03,297,1.0,13.0,189,83.25991189427313
Andhra Pradesh,Chittor,Palamaner APMC,Potato,Red Nanital,FAQ,1,2026-08-31,2026-08-31,1,,,0,0.0
Andhra Pradesh,Chittor,Palamaner APMC,Tomato,Local,FAQ,4,2025-11-10,2026-03-05,116,48.0,55.0,0,0.0
Andhra Pradesh,Chittor,Palamaner APMC,Tomato,Other,FAQ,1,2026-03-28,2026-03-28,1,,,0,0.0
Andhra Pradesh,Chittor,Palamaner APMC,Tomato,Tomato,FAQ,242,2025-11-11,2026-09-03,297,1.0,14.0,213,88.38174273858921
Andhra Pradesh,Chittor,V. Kota Sub-yard of AMC Palamaneru,Tomato,Other,FAQ,95,2026-05-30,2026-09-03,97,1.0,2.0,92,97.87234042553192
Andhra Pradesh,Kurnool,Kurnool APMC,Onion,Local,FAQ,81,2025-11-10,2026-09-03,298,2.0,51.0,32,40.0
Andhra Pradesh,Kurnool,Kurnool APMC,Onion,Local,Local,62,2025-11-11,2026-08-29,292,2.0,50.0,21,34.42622950819672
Andhra Pradesh,Kurnool,Kurnool APMC,Onion,Local,Non-FAQ,3,2026-08-01,2026-08-08,8,3.5,4.0,0,0.0
Andhra Pradesh,Kurnool,Kurnool APMC,Onion,Onion,FAQ,1,2026-01-08,2026-01-08,1,,,0,0.0
Andhra Pradesh,Kurnool,Kurnool APMC,Onion,Onion,Local,2,2026-01-19,2026-01-21,3,2.0,2.0,0,0.0
Andhra Pradesh,Kurnool,Pattikonda APMC,Tomato,Local,FAQ,94,2025-11-10,2026-09-03,298,1.0,166.0,73,78.49462365591397
Andhra Pradesh,Kurnool,Pattikonda APMC,Tomato,Other,FAQ,30,2025-11-10,2026-08-31,295,1.0,215.0,16,55.172413793103445
Andhra Pradesh,YSR Kadapa,Yerraguntla APMC,Onion,Local,FAQ,41,2026-07-23,2026-09-03,43,1.0,2.0,38,95.0
Arunachal Pradesh,East Siang,Pasighat APMC,Tomato,Local,Local,1,2026-06-05,2026-06-05,1,,,0,0.0
Arunachal Pradesh,Lower Subansiri,Ziro APMC,Cabbage,Other,Local,31,2026-05-07,2026-07-30,85,1.0,15.0,16,53.333333333333336
Arunachal Pradesh,Lower Subansiri,Ziro APMC,Potato,Jyoti,Local,21,2026-05-15,2026-06-23,40,1.5,5.0,10,50.0
Assam,Barpeta,Baharihat APMC,Cabbage,Cabbage,FAQ,2,2025-12-18,2026-01-08,22,21.0,21.0,0,0.0
Assam,Barpeta,Baharihat APMC,Onion,Onion,FAQ,10,2025-12-18,2026-08-20,246,7.0,182.0,0,0.0
Assam,Barpeta,Baharihat APMC,Potato,Local,FAQ,1,2026-07-02,2026-07-02,1,,,0,0.0
Assam,Barpeta,Baharihat APMC,Potato,Other,FAQ,3,2025-12-18,2026-07-09,204,101.5,182.0,0,0.0
Assam,Barpeta,Baharihat APMC,Potato,Potato,FAQ,7,2025-12-25,2026-08-20,239,7.0,196.0,0,0.0
Assam,Barpeta,Baharihat APMC,Pumpkin,Other,FAQ,6,2026-01-08,2026-08-13,218,7.0,175.0,0,0.0
Assam,Barpeta,Baharihat APMC,Tomato,Other,FAQ,6,2025-12-18,2026-08-20,246,7.0,217.0,0,0.0
Assam,Barpeta,Barpeta Road APMC,Cabbage,Cabbage,FAQ,43,2025-12-17,2026-06-08,174,4.0,10.0,1,2.380952380952381
Assam,Barpeta,Barpeta Road APMC,Onion,Local,FAQ,2,2026-01-22,2026-02-12,22,21.0,21.0,0,0.0
Assam,Barpeta,Barpeta Road APMC,Onion,Other,FAQ,39,2025-12-18,2026-06-08,173,4.0,11.0,0,0.0
Assam,Barpeta,Barpeta Road APMC,Potato,Other,FAQ,41,2025-12-18,2026-06-08,173,4.0,10.0,0,0.0
Assam,Barpeta,Barpeta Road APMC,Pumpkin,Pumpkin,FAQ,43,2025-12-17,2026-06-08,174,4.0,10.0,1,2.380952380952381
Assam,Barpeta,Barpeta Road APMC,Tomato,Tomato,FAQ,43,2025-12-17,2026-06-08,174,4.0,10.0,1,2.380952380952381
Assam,Bongaigaon,Bijni APMC,Cabbage,Cabbage,Local,1,2025-12-18,2025-12-18,1,,,0,0.0
Assam,Cachar,Fatakbazar APMC,Cabbage,Cabbage,FAQ,38,2026-06-24,2026-08-31,69,1.0,8.0,23,62.16216216216216
Assam,Cachar,Fatakbazar APMC,Pumpkin,Pumpkin,FAQ,38,2026-06-24,2026-08-31,69,1.0,8.0,23,62.16216216216216
Assam,Cachar,Fatakbazar APMC,Tomato,Tomato,FAQ,34,2026-06-24,2026-08-31,69,1.0,8.0,18,54.54545454545454
Assam,Darrang,Balugaon APMC,Cabbage,Cabbage,Local,128,2025-12-20,2026-09-04,259,1.0,83.0,107,84.25196850393701
Assam,Darrang,Balugaon APMC,Pumpkin,Pumpkin,Local,80,2025-12-20,2026-09-04,259,1.0,160.0,64,81.0126582278481
Assam,Darrang,Balugaon APMC,Tomato,Tomato,Local,153,2025-12-20,2026-09-04,259,1.0,84.0,135,88.81578947368422
Assam,Darrang,Besimari APMC,Cabbage,Cabbage,Local,124,2025-12-22,2026-09-04,257,1.0,85.0,106,86.1788617886179
Assam,Darrang,Besimari APMC,Pumpkin,Pumpkin,Local,78,2025-12-23,2026-09-04,256,1.0,161.0,64,83.11688311688312
Assam,Darrang,Besimari APMC,Tomato,Tomato,Local,151,2025-12-22,2026-09-04,257,1.0,85.0,133,88.66666666666667
Assam,Darrang,Kharupetia APMC,Cabbage,Cabbage,Local,68,2025-12-20,2026-03-24,95,1.0,22.0,60,89.55223880597015
Assam,Darrang,Kharupetia APMC,Potato,Local,Local,13,2025-12-20,2026-01-02,14,1.0,2.0,11,91.66666666666666
Assam,Darrang,Kharupetia APMC,Potato,Potato,FAQ,1,2026-06-14,2026-06-14,1,,,0,0.0
Assam,Darrang,Kharupetia APMC,Potato,Potato,Local,74,2025-12-28,2026-03-24,87,1.0,6.0,66,90.41095890410958
Assam,Darrang,Kharupetia APMC,Pumpkin,Pumpkin,Local,16,2025-12-21,2026-01-07,18,1.0,2.0,13,86.66666666666667
Assam,Darrang,Kharupetia APMC,Tomato,Local,Local,12,2025-12-21,2026-03-15,85,1.0,72.0,8,72.72727272727273
Assam,Darrang,Kharupetia APMC,Tomato,Tomato,Local,76,2025-12-20,2026-03-24,95,1.0,6.0,65,86.66666666666667
Assam,Dhemaji,Silapathar APMC,Cabbage,Cabbage,Local,71,2025-12-15,2026-03-10,86,1.0,6.0,62,88.57142857142857
Assam,Dhemaji,Silapathar APMC,Onion,Local,Local,1,2025-12-16,2025-12-16,1,,,0,0.0
Assam,Dhemaji,Silapathar APMC,Onion,Onion,Local,72,2025-12-15,2026-03-10,86,1.0,6.0,63,88.73239436619718
Assam,Dhemaji,Silapathar APMC,Potato,Jalander,Local,72,2025-12-15,2026-03-10,86,1.0,5.0,63,88.73239436619718
Assam,Dhemaji,Silapathar APMC,Pumpkin,Pumpkin,Local,70,2025-12-15,2026-03-10,86,1.0,6.0,60,86.95652173913044
Assam,Dhemaji,Silapathar APMC,Tomato,Local,Local,1,2026-02-01,2026-02-01,1,,,0,0.0
Assam,Dhemaji,Silapathar APMC,Tomato,Tomato,Local,69,2025-12-15,2026-03-10,86,1.0,6.0,59,86.76470588235294
Assam,Dhubri,Dhubri APMC,Cabbage,Cabbage,FAQ,15,2025-12-18,2026-02-19,64,4.0,7.0,0,0.0
Assam,Dhubri,Dhubri APMC,Cabbage,Cabbage,Local,2,2025-12-16,2025-12-17,2,1.0,1.0,1,100.0
Assam,Dhubri,Dhubri APMC,Onion,Onion,FAQ,15,2025-12-18,2026-02-19,64,4.0,7.0,0,0.0
Assam,Dhubri,Dhubri APMC,Onion,Onion,Local,2,2025-12-16,2025-12-17,2,1.0,1.0,1,100.0
Assam,Dhubri,Dhubri APMC,Potato,Potato,FAQ,15,2025-12-18,2026-02-19,64,4.0,7.0,0,0.0
Assam,Dhubri,Dhubri APMC,Potato,Potato,Local,2,2025-12-16,2025-12-17,2,1.0,1.0,1,100.0
Assam,Dhubri,Dhubri APMC,Pumpkin,Pumpkin,FAQ,14,2025-12-18,2026-02-19,64,4.0,10.0,0,0.0
Assam,Dhubri,Dhubri APMC,Pumpkin,Pumpkin,Local,2,2025-12-16,2025-12-17,2,1.0,1.0,1,100.0
Assam,Dhubri,Dhubri APMC,Tomato,Tomato,FAQ,15,2025-12-18,2026-02-19,64,4.0,7.0,0,0.0
Assam,Dhubri,Dhubri APMC,Tomato,Tomato,Local,1,2025-12-17,2025-12-17,1,,,0,0.0
Assam,Dhubri,Gauripur Jute/Pineapple Market,Cabbage,Cabbage,FAQ,77,2025-12-20,2026-04-24,126,1.0,11.0,54,71.05263157894737
Assam,Dhubri,Gauripur Jute/Pineapple Market,Onion,Onion,FAQ,77,2025-12-19,2026-04-24,127,1.0,11.0,54,71.05263157894737
Assam,Dhubri,Gauripur Jute/Pineapple Market,Onion,Onion,Local,1,2025-12-20,2025-12-20,1,,,0,0.0
Assam,Dhubri,Gauripur Jute/Pineapple Market,Potato,Potato,FAQ,77,2025-12-19,2026-04-24,127,1.0,11.0,54,71.05263157894737
Assam,Dhubri,Gauripur Jute/Pineapple Market,Potato,Potato,Local,1,2025-12-20,2025-12-20,1,,,0,0.0
Assam,Dhubri,Gauripur Jute/Pineapple Market,Pumpkin,Pumpkin,FAQ,73,2025-12-22,2026-04-24,124,1.0,11.0,49,68.05555555555556
Assam,Dhubri,Gauripur Jute/Pineapple Market,Pumpkin,Pumpkin,Local,1,2025-12-20,2025-12-20,1,,,0,0.0
Assam,Dhubri,Gauripur Jute/Pineapple Market,Tomato,Local,FAQ,1,2025-12-20,2025-12-20,1,,,0,0.0
Assam,Dhubri,Gauripur Jute/Pineapple Market,Tomato,Tomato,FAQ,76,2025-12-22,2026-04-24,124,1.0,11.0,54,72.0
Assam,Goalpara,Goalpara APMC,Cabbage,Cabbage,FAQ,21,2025-12-31,2026-02-15,47,1.5,10.0,10,50.0
Assam,Goalpara,Goalpara APMC,Cabbage,Cabbage,Local,17,2025-12-18,2026-01-14,28,1.0,5.0,10,62.5
Assam,Goalpara,Goalpara APMC,Onion,Other,FAQ,34,2025-12-24,2026-02-15,54,1.0,5.0,21,63.63636363636363
Assam,Goalpara,Goalpara APMC,Onion,Other,Local,3,2025-12-15,2025-12-21,7,3.0,4.0,0,0.0
Assam,Goalpara,Goalpara APMC,Onion,Other,Medium,2,2025-12-18,2025-12-20,3,2.0,2.0,0,0.0
Assam,Goalpara,Goalpara APMC,Potato,Other,FAQ,28,2025-12-25,2026-02-15,53,1.0,5.0,14,51.85185185185185
Assam,Goalpara,Goalpara APMC,Potato,Other,Local,12,2025-12-15,2026-01-07,24,2.0,5.0,5,45.45454545454545
Assam,Goalpara,Goalpara APMC,Pumpkin,Pumpkin,FAQ,22,2025-12-25,2026-02-15,53,2.0,13.0,9,42.857142857142854
Assam,Goalpara,Goalpara APMC,Pumpkin,Pumpkin,Local,3,2025-12-19,2025-12-24,6,2.5,4.0,1,50.0
Assam,Goalpara,Goalpara APMC,Tomato,Hybrid,FAQ,31,2025-12-26,2026-02-15,52,1.0,7.0,19,63.33333333333333
Assam,Goalpara,Goalpara APMC,Tomato,Tomato,Local,3,2025-12-18,2025-12-20,3,1.0,1.0,2,100.0
Assam,Goalpara,Goalpara APMC,Tomato,Tomato,Medium,1,2025-12-15,2025-12-15,1,,,0,0.0
Assam,Hailakandi,Harbartganj Daily Market APMC,Cabbage,Cabbage,FAQ,55,2026-06-25,2026-09-03,71,1.0,4.0,44,81.48148148148148
Assam,Hailakandi,Harbartganj Daily Market APMC,Onion,Nasik,FAQ,5,2026-06-29,2026-07-17,19,1.0,15.0,3,75.0
Assam,Hailakandi,Harbartganj Daily Market APMC,Onion,Onion,FAQ,46,2026-06-26,2026-09-03,70,1.0,5.0,33,73.33333333333333
Assam,Hailakandi,Harbartganj Daily Market APMC,Onion,Onion,Grade A,1,2026-07-13,2026-07-13,1,,,0,0.0
Assam,Hailakandi,Harbartganj Daily Market APMC,Onion,Other,FAQ,1,2026-08-03,2026-08-03,1,,,0,0.0
Assam,Hailakandi,Harbartganj Daily Market APMC,Potato,Potato,FAQ,52,2026-06-26,2026-09-03,70,1.0,4.0,40,78.43137254901961
Assam,Hailakandi,Harbartganj Daily Market APMC,Pumpkin,Pumpkin,FAQ,42,2026-06-26,2026-08-31,67,1.0,4.0,24,58.536585365853654
Assam,Hailakandi,Harbartganj Daily Market APMC,Tomato,Tomato,FAQ,46,2026-06-26,2026-09-03,70,1.0,5.0,34,75.55555555555556
Assam,Hojai,"Gandhimaidan SMY, Hojai",Cabbage,Cabbage,FAQ,43,2025-12-24,2026-07-12,201,1.0,127.0,23,54.761904761904766
Assam,Hojai,"Gandhimaidan SMY, Hojai",Cabbage,Cabbage,Grade B,1,2026-07-03,2026-07-03,1,,,0,0.0
Assam,Hojai,"Gandhimaidan SMY, Hojai",Cabbage,Cabbage/Knot Cabbage,FAQ,1,2025-12-23,2025-12-23,1,,,0,0.0
Assam,Hojai,"Gandhimaidan SMY, Hojai",Onion,Local,FAQ,1,2026-06-27,2026-06-27,1,,,0,0.0
Assam,Hojai,"Gandhimaidan SMY, Hojai",Onion,Nasik,FAQ,13,2026-07-01,2026-07-23,23,1.0,5.0,8,66.66666666666666
Assam,Hojai,"Gandhimaidan SMY, Hojai",Onion,Onion,FAQ,48,2025-12-26,2026-08-09,227,1.0,126.0,24,51.06382978723404
Assam,Hojai,"Gandhimaidan SMY, Hojai",Potato,Desi,FAQ,3,2026-06-29,2026-07-18,20,9.5,16.0,0,0.0
Assam,Hojai,"Gandhimaidan SMY, Hojai",Potato,Local,FAQ,2,2025-12-24,2026-06-26,185,184.0,184.0,0,0.0
Assam,Hojai,"Gandhimaidan SMY, Hojai",Potato,Potato,FAQ,64,2025-12-23,2026-08-09,230,1.0,126.0,40,63.49206349206349
Assam,Hojai,"Gandhimaidan SMY, Hojai",Pumpkin,Pumpkin,FAQ,40,2025-12-23,2026-07-27,217,2.0,135.0,19,48.717948717948715
Assam,Hojai,"Gandhimaidan SMY, Hojai",Tomato,Hybrid,FAQ,4,2026-06-29,2026-07-04,6,1.0,3.0,2,66.66666666666666
Assam,Hojai,"Gandhimaidan SMY, Hojai",Tomato,Local,FAQ,1,2026-06-26,2026-06-26,1,,,0,0.0
Assam,Hojai,"Gandhimaidan SMY, Hojai",Tomato,Tomato,FAQ,41,2025-12-23,2026-07-21,211,2.0,126.0,15,37.5
Assam,Jorhat,Jorhat APMC,Potato,Potato,FAQ,1,2026-02-03,2026-02-03,1,,,0,0.0
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Cabbage,Cabbage,FAQ,43,2025-12-20,2026-05-30,162,4.0,7.0,0,0.0
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Onion,Onion,FAQ,46,2025-12-20,2026-06-02,165,4.0,7.0,0,0.0
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Potato,Potato,FAQ,46,2025-12-20,2026-06-02,165,4.0,7.0,0,0.0
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Potato,Potato-Organic,FAQ,1,2026-01-13,2026-01-13,1,,,0,0.0
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Pumpkin,Pumpkin,FAQ,46,2025-12-20,2026-06-02,165,4.0,7.0,0,0.0
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Tomato,Local,FAQ,2,2026-03-07,2026-03-14,8,7.0,7.0,0,0.0
Assam,Kamrup,P.O. Uparhali Guwahati APMC,Tomato,Tomato,FAQ,44,2025-12-20,2026-06-02,165,4.0,7.0,0,0.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Cabbage,Cabbage,FAQ,248,2025-12-15,2026-09-03,263,1.0,3.0,234,94.73684210526315
Assam,Kamrup,Pamohi(Garchuk) APMC,Cabbage,Other,FAQ,2,2025-12-16,2025-12-17,2,1.0,1.0,1,100.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Onion,Local,FAQ,191,2025-12-28,2026-09-03,250,1.0,19.0,170,89.47368421052632
Assam,Kamrup,Pamohi(Garchuk) APMC,Onion,Nasik,FAQ,5,2025-12-15,2025-12-19,5,1.0,1.0,4,100.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Onion,Onion,FAQ,246,2025-12-15,2026-09-03,263,1.0,5.0,233,95.10204081632652
Assam,Kamrup,Pamohi(Garchuk) APMC,Onion,Onion-Organic,FAQ,2,2026-03-20,2026-03-23,4,3.0,3.0,0,0.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Onion,Other,FAQ,24,2025-12-20,2026-08-25,249,1.0,111.0,16,69.56521739130434
Assam,Kamrup,Pamohi(Garchuk) APMC,Potato,Desi,FAQ,9,2025-12-17,2026-07-14,210,7.0,159.0,2,25.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Potato,Local,FAQ,105,2025-12-15,2026-07-23,221,1.0,86.0,94,90.38461538461539
Assam,Kamrup,Pamohi(Garchuk) APMC,Potato,Other,FAQ,160,2025-12-16,2026-09-03,262,1.0,43.0,137,86.16352201257862
Assam,Kamrup,Pamohi(Garchuk) APMC,Potato,Potato,FAQ,247,2025-12-15,2026-09-03,263,1.0,3.0,232,94.3089430894309
Assam,Kamrup,Pamohi(Garchuk) APMC,Potato,Potato-Organic,FAQ,2,2025-12-19,2025-12-20,2,1.0,1.0,1,100.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Potato,Red Nanital,FAQ,1,2025-12-15,2025-12-15,1,,,0,0.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Pumpkin,Other,FAQ,1,2026-03-22,2026-03-22,1,,,0,0.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Pumpkin,Pumpkin,FAQ,246,2025-12-17,2026-09-03,261,1.0,3.0,232,94.6938775510204
Assam,Kamrup,Pamohi(Garchuk) APMC,Tomato,Local,FAQ,137,2025-12-16,2026-09-03,262,1.0,43.0,112,82.35294117647058
Assam,Kamrup,Pamohi(Garchuk) APMC,Tomato,Local,Local,1,2026-06-29,2026-06-29,1,,,0,0.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Tomato,Other,FAQ,3,2026-07-19,2026-07-29,11,5.0,9.0,1,50.0
Assam,Kamrup,Pamohi(Garchuk) APMC,Tomato,Tomato,FAQ,108,2026-01-21,2026-08-25,217,1.0,61.0,85,79.43925233644859
Assam,Kamrup,Uparhali Pmy APMC,Cabbage,Cabbage,FAQ,10,2026-06-16,2026-09-01,78,4.0,42.0,0,0.0
Assam,Kamrup,Uparhali Pmy APMC,Onion,Onion,FAQ,24,2026-06-09,2026-09-01,85,4.0,7.0,0,0.0
Assam,Kamrup,Uparhali Pmy APMC,Potato,Desi,FAQ,11,2026-07-07,2026-08-11,36,3.5,4.0,0,0.0
Assam,Kamrup,Uparhali Pmy APMC,Potato,Potato,FAQ,24,2026-06-09,2026-09-01,85,4.0,7.0,0,0.0
Assam,Kamrup,Uparhali Pmy APMC,Pumpkin,Pumpkin,FAQ,24,2026-06-09,2026-09-01,85,4.0,7.0,0,0.0
Assam,Kamrup,Uparhali Pmy APMC,Tomato,Tomato,FAQ,24,2026-06-09,2026-09-01,85,4.0,7.0,0,0.0
Assam,Karimganj,Santar Bazaar APMC,Cabbage,Cabbage,FAQ,51,2026-06-26,2026-09-03,70,1.0,5.0,38,76.0
Assam,Karimganj,Santar Bazaar APMC,Onion,Nasik,FAQ,2,2026-06-29,2026-06-30,2,1.0,1.0,1,100.0
Assam,Karimganj,Santar Bazaar APMC,Onion,Onion,FAQ,1,2026-07-17,2026-07-17,1,,,0,0.0
Assam,Karimganj,Santar Bazaar APMC,Potato,F.A.Q.,FAQ,4,2026-06-25,2026-06-29,5,1.0,2.0,2,66.66666666666666
Assam,Karimganj,Santar Bazaar APMC,Potato,Potato,FAQ,1,2026-06-30,2026-06-30,1,,,0,0.0
Assam,Karimganj,Santar Bazaar APMC,Pumpkin,Pumpkin,FAQ,40,2026-06-26,2026-09-03,70,1.0,6.0,21,53.84615384615385
Assam,Karimganj,Santar Bazaar APMC,Tomato,Hybrid,FAQ,2,2026-08-12,2026-09-03,23,22.0,22.0,0,0.0
Assam,Karimganj,Santar Bazaar APMC,Tomato,Other,FAQ,26,2026-06-25,2026-09-02,70,1.0,31.0,17,68.0
Assam,Karimganj,Santar Bazaar APMC,Tomato,Tomato,FAQ,11,2026-07-02,2026-07-22,21,2.0,4.0,4,40.0
Assam,Kokrajhar,Gossaigaon APMC,Cabbage,Cabbage,Local,29,2025-12-16,2026-02-12,59,2.0,8.0,12,42.857142857142854
Assam,Kokrajhar,Gossaigaon APMC,Cabbage,Cabbage,Medium,1,2025-12-29,2025-12-29,1,,,0,0.0
Assam,Kokrajhar,Gossaigaon APMC,Onion,Onion,FAQ,28,2025-12-18,2026-02-12,57,2.0,8.0,12,44.44444444444444
Assam,Kokrajhar,Gossaigaon APMC,Onion,Onion,Grade A,1,2025-12-17,2025-12-17,1,,,0,0.0
Assam,Kokrajhar,Gossaigaon APMC,Onion,Onion,Local,1,2025-12-27,2025-12-27,1,,,0,0.0
Assam,Kokrajhar,Gossaigaon APMC,Potato,Potato,Local,30,2025-12-16,2026-02-12,59,2.0,9.0,14,48.275862068965516
Assam,Kokrajhar,Gossaigaon APMC,Potato,Potato,Medium,1,2026-01-29,2026-01-29,1,,,0,0.0
Assam,Kokrajhar,Gossaigaon APMC,Pumpkin,Pumpkin,FAQ,11,2025-12-29,2026-02-12,46,3.0,25.0,4,40.0
Assam,Kokrajhar,Gossaigaon APMC,Pumpkin,Pumpkin,Local,16,2025-12-16,2026-02-07,54,3.0,8.0,4,26.666666666666668
Assam,Kokrajhar,Gossaigaon APMC,Pumpkin,Pumpkin,Medium,1,2025-12-24,2025-12-24,1,,,0,0.0
Assam,Kokrajhar,Gossaigaon APMC,Tomato,Tomato,FAQ,18,2025-12-20,2026-02-05,48,2.0,11.0,8,47.05882352941176
Assam,Kokrajhar,Gossaigaon APMC,Tomato,Tomato,Local,8,2025-12-16,2026-02-12,59,11.0,17.0,1,14.285714285714285
Assam,Morigaon,Moirabari APMC,Cabbage,Cabbage,FAQ,10,2025-12-23,2026-02-07,47,4.0,8.0,0,0.0
Assam,Morigaon,Moirabari APMC,Onion,Other,FAQ,9,2025-12-27,2026-02-07,43,5.5,8.0,0,0.0
Assam,Morigaon,Moirabari APMC,Potato,Other,FAQ,9,2025-12-27,2026-02-07,43,5.5,8.0,0,0.0
Assam,Morigaon,Moirabari APMC,Pumpkin,Pumpkin,FAQ,10,2025-12-23,2026-02-07,47,4.0,8.0,0,0.0
Assam,Morigaon,Moirabari APMC,Tomato,Tomato,FAQ,8,2025-12-23,2026-02-07,47,7.0,11.0,0,0.0
